listing_id,address,city,province,postal_code,neighborhood,subarea,sub_area_community,property_age,property_type,style,sqft,days_on_site,bed,bath,price,strata_fee,primary_agent,primary_broker,title,description,,scrape_date
R2505016,301-1510 W 6th Avenue,Vancouver,BC,V6J1R2,Fairview,fairview-vancouver-bc,Fairview,Built in 2018 (2 yrs old),Apt/Condo,1 Storey,1761,27,3,3,2588000,1732,Ruthie Shugarman PREC*,Dexter Realty,Freehold Strata,"This unique full floor property, nestled in the heart of South Granville, is ONE-OF-A-KIND literally. This custom building was designed by the famous Amanat Architect. This solid concrete boutique building will have every construction detail you ever dreamed of. This home is the only one on its floor and its features are endless. Private elevator takes you to your home; car elevator takes you to your parking; 1,761 sq ft of living space. Soaring high ceilings, spacious living room, dining area and drool-worthy kitchen are just a few of the reasons you need to see it. There are 3 generous bedrooms and an office - perfect for working from home. Walk up South Granville, walk down to Granville Island, this home is situated in the heart of it all. Are you ready? Open Sun Nov 1st 2-4pm",,11/15/2020
R2483344,3301-1111 Alberni Street,Vancouver,BC,V6E4V2,West End,west-end-vancouver-bc,West End,Built in 2008 (12 yrs old),Apt/Condo,Inside Unit,1553,84,2,3,2599000,1735,Dave Jenkins,Behroyan & Associates Real Estate Services,Freehold Strata,"Welcome to the Shangri-La 5-Star Hotel & Residences, a pinnacle in Vancouver’s high-end living. This HIGHLY DESIRABLE “-01” corner unit will take your breath away w/ its 180 degree dreamy views of the ocean & city. Luxury finishing’s all around, engineered hardwood flooring, Miele appliances, Sub-zero fridge, granite counter tops, A/C, blackout shades, designer chandelier and more! This 2 bed 2 bath unit w/ den has been kept in IMMACULATE condition & features an open-concept living plan & has 150k in upgrades including custom automated power blinds. Shangri-La offers world-class hotel amenities: 24hr concierge, full pool & gym, Chi-Spa, restaurants, etc. In the heart of Vancouver City Centre, you are only steps away from the finest retail shops, restaurants & grocery stores. O H Sun 2-4pm.",,11/15/2020
R2492425,2801-1111 Alberni Street,Vancouver,BC,V6E4V2,West End,west-end-vancouver-bc,West End,Built in 2008 (12 yrs old),Apt/Condo,1 Storey,1553,59,2,3,2480000,1735,Amir Hamzehali PREC*,Royal LePage Sussex,Freehold Strata,"LIVING SHANGRI-LA offers the ultimate luxury & sophistication. This stunning 2 bedroom, 3 bathroom residence has a great open concept layout suitable for living & entertaining. The gourmet Eggersmann chef kitchen is equipped with high end appliances, 6 burner gas cooktop, and 36"" Sub-Zero fridge. The unit has lavish spa-like bathrooms, geothermal heating, air conditioning, & a spacious balcony. Enjoy 180 degrees of breathtaking city & water views! Shangri-La residents have full access to world class hotel amenities including: 24hr concierge, heated pool/hot tub, steam room, fitness centre, Chi-Spa, library & restaurants. Located in the heart of downtown Vancouver, you are only steps away from all city amenities. The unit comes with one parking & one storage locker.",,11/15/2020
R2504938,3706-1011 W Cordova Street,Vancouver,BC,V6C0B2,Coal Harbour,coal-harbour-vancouver-bc,Coal Harbour,Built in 2010 (10 yrs old),Apt/Condo,Upper Unit,2321,26,2,3,6295000,1735,Leslie Cannon PREC*,RE/MAX Crest Realty,Freehold Strata,"Welcome to the Fairmont Residences - one of the most sought-after, prestigious addresses in Downtown Vancouver. This 37th floor “sky home” has unobstructed water & mountain views north over Stanley Park and west to English Bay. The spacious 2321SF of quality renovated living space offers 2 bedrooms - separated by open concept living space + studio/den. With views from every room, the layout, decor and outdoor space will truly take your breath away. Unique finishes include a live wall aquarium, control4 home automation with speakers in every room, finished in-place 5” plank walnut hardwood flooring, a smartly-designed laundry room with full-size washer/dryer, stone feature wall and an electric steam “fireplace-like"" feature. Enjoy exclusive access to premium hotel amenities - room service, car service, outdoor pool, hot tub, extensive workout area, etc. A private Lobby, separate from the Hotel, welcomes you to this magnificent home. Two car enclosed private garage with storage + 1 stall = 3 total parking.",,11/15/2020
R2484233,3201-1111 Alberni Street,Vancouver,BC,V6E4V2,West End,west-end-vancouver-bc,West End,Built in 2008 (12 yrs old),Apt/Condo,Upper Unit,1554,83,2,3,2590000,1735,Na An PREC*,Royal Pacific Realty Corp.,Freehold Strata,"Welcome home to the residences at Shangri-La! Location, Views & Amenities are 5 stars! Features include a grand gourmet chef's kitchen with sub-zero fridge, Miele appliances & granite counters. The 2 spacious bedrooms each with en-suite bath separate powder room for guests, 9 ft ceilings, hardwood floors, custom millwork throughout, Geothermal heating and air conditioning, 24 hour concierge, hotel amenities and much more. The finest restaurants, cafes, Urban Fare & all the most exclusive designer boutiques are at your door step. Rarely available unique 01 floor plan with beautiful English Bay sunsets!",,11/15/2020
R2483769,308-9009 Cornerstone Mews,Burnaby,BC,V5A0B9,Simon Fraser University,simon-fraser-university-burnaby-bc,Simon Fraser University,Built in 2009 (11 yrs old),Apt/Condo,1 Storey,564,82,1,1,425000,174,Jerry Liu PREC*,Sutton Group - Metroland Realty,Leasehold prepaid-Strata,"Located in the heart of SFU community, this brand new concrete condo features a functional open layout floor plan with 1 bedroom & 1 bath, S/S appliances, engineered hardwood, quartz countertops, huge patio. Mins away from SFU main campus, bus loop, restaurants, entertainment and recreational facilities. Facing the quiet side. One parking & one storage locker included. Ideal for both self-use or investment.",,11/15/2020
R2507886,512-9009 Cornerstone Mews,Burnaby,BC,V5A0B9,Simon Fraser University,simon-fraser-university-burnaby-bc,Simon Fraser University,Built in 2008 (12 yrs old),Apt/Condo,1 Storey,587,14,1,1,388000,174,Hafez Panju PREC*,Royal LePage West Real Estate Services,Leasehold prepaid-Strata,"Looking for that perfect 1 bed condo & can't seem to find it? Well your search ends here! Located in the ""The Heart"" of SFU, UniverCity, in The Hub, a concrete, LEED building. This 1bed/1bath/587sqft home is perfect for investors, first time buyers, aspiring students & everyone else in between. Features: an open concept plan, plenty of natural light, wood floors, a kitchen with SS apps, quartz counters & plenty of cupboards. The well sized master offers excellent closet space & large windows looking out to the covered balcony. Close to: transit, shopping, indoor/outdoor rec & a host of perks available only to UniverCity residents. Do not miss your chance to enjoy living in this great lifestyle neighborhood! Bonus: 1 parking, locker & rental & pet friendly. Act Now.",,11/15/2020
R2489879,19-7169 208a Street,Langley,BC,V2Y0X2,Willoughby Heights,willoughby-heights-langley-bc,Willoughby Heights,Built in 2018 (2 yrs old),Townhouse,"3 Storey,Corner Unit",2102,65,3,4,698000,175,Sean Yu PREC*,Multiple Realty Ltd.,Freehold Strata,"LATTICE by the Award Winning ""Vesta Properties"", Located at the most trending area Willoughby Heights; This 3 bedroom plus big flex area (can be 4th bedroom) corner townhouse features with open floor plan boasting over 2000 sq.ft. of living space making this a great unit for the growing family. Large windows and South facing full-fill natural light to every corner of the home, pre-designed for ELEVATOR installation, double car garage and more, easy access to a multitude of conveniences such as Costco, Walmart, Daycare, Schools and Highway NO. 1 so much more. OPEN HOUSE Sunday NOV 1st 2-4 PM",,11/15/2020
R2473384,1402-1479 Hunter Street,North Vancouver,BC,N/A,Lynnmour,lynnmour-north-vancouver-bc,Lynnmour,Built in 2022 (-2 yrs old),Apt/Condo,"Corner Unit,Upper Unit",547,112,1,1,605900,175,Tina Baloochestany,Rennie & Associates Realty Ltd.,Freehold Strata,"This one bedroom is nestled atop Hunter, Intergulf’s latest development in the most significant new community in North Vancouver. Spacious & bright, this East facing home offers a functional layout with elegant wide plank flooring, quartz counters, porcelain tile & backsplash in the kitchens and more. Automated lighting, air conditioning, & sleek roller shades create optimal comfort for daily living. 1 parking stall and 1 bike storage locker included, completion in early 2022 and a private health club just a few steps away. Visit our presentation center to experience the space for yourself! Open by appointment only. Virtual guided tour: http://hunterlynncreek.com/?mc_cid=01686d5ac9&mc_eid=cc5169347f#video",,11/15/2020
R2500871,302-5151 Brighouse Way,Richmond,BC,V7C0A6,Brighouse,brighouse-richmond-bc,Brighouse,Built in 2013 (7 yrs old),Apt/Condo,Inside Unit,3125,36,4,5,3880000,1750,Ryan Zhang,Youlive Realty,Freehold Strata,"Luxury 4 Bedrooms, 4 full bathrooms and 1 half bathroom unit at Richmond's most luxurious and prestigious WATERFRONT residences - River Green by ASPAC. NE corner gives you amazing view of Fraser River, North Shore Mountains and city. This stunning unit features extra high ceiling(open to below), central heating/ A/C, floor to ceiling windows, high-end kitchen & Miele appliances. 24 hour concierge & 5 star amenities including virtual golf, pools, hot tub, steam/sauna/fitness centre/billiards/study & party room. Steps to river walkway, Oval, T&T and FREE private shuttle service. ***Lots and lots of custom upgrades have been done, e.g. Italy made wooden furniture fixture, wall decoration and so much more*** VIDEO TOUR https://www.youtube.com/watch?v=HrFbrGUtKR4&feature=youtu.be",,11/15/2020
R2510624,506-1188 Pinetree Way,Coquitlam,BC,V3B0K9,North Coquitlam,north-coquitlam-bc,North Coquitlam,Built in 2016 (4 yrs old),Apt/Condo,Inside Unit,475,6,1,1,469990,176,Morning Yu PREC*,LeHomes Realty First,Freehold Strata,"The highest tower in Coquitlam Town centre M3 by Cressey. Unique unit located on 5th floor with walkout balcony and direct access to the sky garden. Walking distance to Steps to Evergreen line, shopping mall, restaurants, and schools. The Summit Club at the top of the building features fitness studios, a games room, music studio, and panoramic views from its signature room and the Garden Atrium.",,11/15/2020
R2489098,423-20673 78 Avenue,Langley,BC,V2Y1X3,Willoughby Heights,willoughby-heights-langley-bc,Willoughby Heights,Built in 2019 (1 yrs old),Apt/Condo,1 Storey,654,68,1,1,450000,176,Mike Marfori PREC*,RE/MAX 2000 Realty,Freehold Strata,"Welcome to this luxury residence in the prestigious ""GRAYSON."" This spacious 1 bedroom & 1 Bathroom features 9-Ft ceilings throughout, spacious ktchn w/ S/S appliances inc. a gas stove, & relaxing spa-inspired bathrms w/ heated floors, & a HUGE deck w/room for entertaining. Located in the quiet side of the building this home features a spacious deck with gas hook ups perfect for BBQ's all year around. 1 prkng stall & 1 storage locker! Building amenities inc. a social lounge w/outdoor patio, firepit w/seating, 2nd lvl rooftop deck, gym & mtg rm. Boasting enviable connectivity, such as the Carvolth Park & Ride & easy HWY 1 access, Willoughby Town Centre shops 100 steps away, parks, sports fields, and directly behind the soon to be built elementary school.",,11/15/2020
R2492807,123-20673 78 Avenue,Langley,BC,V2Y1X3,Willoughby Heights,willoughby-heights-langley-bc,Willoughby Heights,Built in 2020 (0 yrs old),Apt/Condo,1 Storey,654,57,1,1,399900,176,Michelle Boshard PREC*,RE/MAX Treeland Realty,Freehold Strata,"Welcome home to GRAYSON by Quarda. GROUND FLOOR 1 BED + 1 BATH + 1 PARKING + STORAGE. This bright, airy & QUIET condo features 9' ceilings, over-sized low-E windows and 'LUXURY ACOUSTIC RATING'. A full kitchen offering white shaker soft close cabinetry, Quartz counter-tops complimented by full height tile backsplash and a FREE STANDING ISLAND with integrated microwave and bar seating + SS appliance package including a GAS RANGE. Master Bed features 4 piece luxury ensuite with a frameless glass shower, plus a large walk-in closet. Torlys laminate flooring in living and dining areas. Large balcony with GAS BBQ outlet. All of this in an A+ location - connected to the Willoughby Town Centre, and walkable to schools, transit and more. Assignment of contract. MOVE IN NOW!!",,11/15/2020
R2484993,2-1023 Third Avenue,New Westminster,BC,V3M1P6,Uptown,uptown-new-westminster-bc,Uptown,Built in 2020 (0 yrs old),Townhouse,3 Storey,1452,79,4,3,989900,176,Sean Stevens PREC*,Macdonald Realty,Freehold Strata,"Brand new front facing townhouse with 4 bedrooms and 2.5 bathrooms features an open kitchen with an island, quartz countertop and pantry for extra storage. The upper floor boasts 3 bedrooms on the same level and a master bedroom with high ceilings and a walk-in closet. The 4th bedroom is located on the lower level, perfect for guests or a home office.The attached garage offers easy access to the home. The built in security system and 2/5/10 Warranty offer peace of mind. Walk to the Quay and shop the River Market or take the skytrain to downtown Vancouver for the day. Go for a swim at the nearby Moody Park pool. Lord Kelvin Elementary and New Westminster Secondary catchments. Nearby Douglas College offers degrees and associate degrees. Open house Sat 12-1:30 pm & Sun 12-1:15 pm.",,11/15/2020
R2508815,201-2968 Birch Street,Vancouver,BC,V6H2T7,Fairview,fairview-vancouver-bc,Fairview,Built in 2020 (0 yrs old),Apt/Condo,1 Storey,1550,14,2,3,3487500,1765,Malcolm Hasman,"Angell, Hasman & Associates (Malcolm Hasman) Realty Ltd.",Freehold Strata,"THE LEGACY by Spire Developments is a bespoke collection of 4 Luxury Residences. Exquisitely designed and superbly luxurious each residence has been created to give you a home that exudes exclusivity, provides the utmost in privacy, and captures the essence of the city's most desirable South Granville neighborhood. Experience a truly sophisticated lifestyle in Vancouver’s most exclusive new luxury development conveniently located just steps to the cafes, boutiques, shopping and restaurants",,11/15/2020
